Color Display Locator,Color Number,Color Name,CBG Legacy Color Name,Color Name (Canada - English),Color Name (Canada - French),Color Collection,CBG NA Color Family Name,LRV Notation Number,RGB-1 Red Color Value,RGB-2 Green Color Value,RGB-3 Blue Color Value,Hex Value,Color Sample sRGB,CMYK-1 Cyan Color Value,CMYK-2 Magenta Color Value,CMYK-3 Yellow Color Value,CMYK-4 Black Color Value,Freezer name,Channel,Color Description
NV345A,8003-45A,Easy on the Eyes,,Easy on the Eyes,Agréable à regarder,,Blues,67,198,217,230,C6D9E6,,14,6,0,10,FNVL3061_1,Lowe's,
NV345B,4004-5B,Novella Blue,,Novella Blue,Bleu Novella,,Blues,52,168,195,216,A8C3D8,,22,10,0,15,FVUP4004-5B,Lowe's,
NV345C,4004-5C,Lovebirds,,Lovebirds,Amoureux,,Blues,37,135,168,194,87A8C2,,30,13,0,24,FVUP4004-5C,Lowe's,
NV345D,4004-6A,Splendid Blue,,Splendid Blue,Bleu splendide,,Blues,26,104,144,174,6890AE,,40,17,0,32,FVUP4004-6A,Lowe's,
NV345E,4004-6B,Veranda Blue,,Veranda Blue,Bleu véranda,,Blues,15,79,113,138,4F718A,,43,18,0,46,FVUP4004-6B,Lowe's,
NV345F,4004-6C,Atlantic Schooner,,Atlantic Schooner,Goélette de l'Atlantique,,Blues,11,57,96,127,39607F,,55,24,0,50,FVUP4004-6C,Lowe's,
NV345G,8003-45G,Time's Current,,Time's Current,Cours du temps,,Blues,5,32,65,92,20415C,,65,29,0,64,FNVL3061_7,Lowe's,
NV346A,8003-46A,Quiet Rain,,Quiet Rain,Pluie paisible,,Blues,61,194,206,223,C2CEDF,,13,8,0,13,FNVL3064_1,Lowe's,
NV346B,8003-46B,Penelope,,Penelope,Pénélope,,Blues,51,175,191,211,AFBFD3,,17,9,0,17,FNVL3064_2,Lowe's,
NV346C,8003-46C,Brush Stroke,,Brush Stroke,Coup de pinceau,,Blues,42,154,175,199,9AAFC7,,23,12,0,22,FNVL3064_3,Lowe's,
NV346D,8003-46D,Cry Me a River,,Cry Me a River,Larmes torrentielles,,Blues,30,131,150,176,8396B0,,26,15,0,31,FNVL3064_4,Lowe's,
NV346E,8003-46E,Indigo Dreams,,Indigo Dreams,Rêves indigo,,Blues,18,96,120,149,607895,,36,19,0,42,FNVL3064_5,Lowe's,
NV346F,8003-46F,Sapphire Earbobs,,Sapphire Earbobs,Boucles d’oreille saphir,,Blues,9,71,86,113,475671,,37,24,0,56,FNVL3064_6,Lowe's,
NV346G,8003-46G,Nightfall,,Nightfall,Tombée de la nuit,,Blues,4,42,54,78,2A364E,,46,31,0,69,FNVL3064_7,Lowe's,
NV347A,8003-47A,Kindness,,Kindness,Gentillesse,,Purples,69,211,216,229,D3D8E5,,8,6,0,10,FNVL3066_1,Lowe's,
NV347B,8003-47B,Peri Wink,,Peri Wink,Clin d’œil pervenche,,Purples,49,179,186,209,B3BAD1,,14,11,0,18,FNVL3066_2,Lowe's,
NV347C,8003-47C,Bonnie Blue,,Bonnie Blue,Bleu Bonnie,,Purples,41,163,171,197,A3ABC5,,17,13,0,23,FNVL3066_3,Lowe's,
NV347D,8003-47D,House of Owen,,House of Owen,Maison d’Owen,,Purples,31,142,150,181,8E96B5,,22,17,0,29,FNVL3066_4,Lowe's,
NV347E,8003-47E,Puttin' on the Ritz,,Puttin' on the Ritz,Bleu luxueux,,Purples,20,114,121,155,72799B,,26,22,0,39,FNVL3066_5,Lowe's,
NV347F,8003-47F,Alpine Forget-Me-Not,,Alpine Forget-Me-Not,Myosotis alpin,,Purples,12,85,96,130,556082,,35,26,0,49,FNVL3066_6,Lowe's,
NV347G,8003-47G,Skyline,,Skyline,Horizon,,Purples,6,64,69,101,404565,,37,32,0,60,FNVL3066_7,Lowe's,
NV348A,8003-48A,Daybreak Beckons,,Daybreak Beckons,Appel de la fin de journée,,Purples,64,208,209,222,D0D1DE,,6,6,0,13,FNVL3068_1,Lowe's,
NV348B,8003-48B,A Stitch in Time,,A Stitch in Time,Au fil du temps,,Purples,53,189,191,209,BDBFD1,,10,9,0,18,FNVL3068_2,Lowe's,
NV348C,8003-48C,Soul Sister,,Soul Sister,Sœur du soul,,Purples,43,172,174,196,ACAEC4,,12,11,0,23,FNVL3068_3,Lowe's,
NV348D,8003-48D,Macaw,,Macaw,Ara,,Purples,29,142,145,171,8E91AB,,17,15,0,33,FNVL3068_4,Lowe's,
NV348E,8003-48E,Shadow Mountain,,Shadow Mountain,Montagne du Mojave,,Purples,15,102,107,137,666B89,,26,22,0,46,FNVL3068_5,Lowe's,
NV348F,8003-48F,When Worlds Collide,,When Worlds Collide,Le choc des mondes,,Purples,9,79,84,109,4F546D,,28,23,0,57,FNVL3068_6,Lowe's,
NV348G,8003-48G,Emperor,,Emperor,Empereur,,Purples,6,64,66,90,40425A,,29,27,0,65,FNVL3068_7,Lowe's,
NV401A,4002-3A,Gentle Violet,,Gentle Violet,Violet doux,,Purples,71,223,218,222,DFDADE,,0,2,0,13,FVUP4002-3A,Lowe's,
NV401B,8004-1B,Whisper Soft,,Whisper Soft,Doux murmure,,Purples,61,209,203,207,D1CBCF,,0,3,1,18,FNVL4002_2,Lowe's,
NV401C,8004-1C,Frisky Whiskers,,Frisky Whiskers,Moustaches fringantes,,Purples,46,184,179,182,B8B3B6,,0,3,1,28,FNVL4002_3,Lowe's,
NV401D,8004-1D,Storm Rolling In,,Storm Rolling In,Approche de la tempête,,Grays,29,151,145,147,979193,,0,4,3,41,FNC406D,Lowe's,
NV401E,8004-1E,Night on the Moors,,Night on the Moors,Nuit dans la lande,,Grays,20,127,122,125,7F7A7D,,0,4,2,50,FPL29_19,Lowe's,
NV401F,8004-1F,Double Infinity,,Double Infinity,Double infini,,Grays,12,103,96,100,676064,,0,7,3,60,FSW7082,Lowe's,
NV401G,8004-1G,Black Currant,,Black Currant,Cassis noir,,Blacks,4,61,57,64,3D3940,,5,11,0,75,FNVL4002_7,Lowe's,
NV402A,8004-2A,Blush of Morn,,Blush of Morn,Rougeur du matin,,Pinks,69,224,215,219,E0D7DB,,0,4,2,12,FNVL4003_1,Lowe's,
NV402B,8004-2B,Hazy Iris,,Hazy Iris,Iris brumeux,,Pinks,59,210,200,205,D2C8CD,,0,5,2,18,FNVL4003_2,Lowe's,
NV402C,8004-2C,Sun Painter,,Sun Painter,Peintre du soleil,,Pinks,49,195,183,188,C3B7BC,,0,6,4,24,FNVL4003_3,Lowe's,
NV402D,8004-2D,Sunrise Over Tahiti,,Sunrise Over Tahiti,Lever de soleil de Tahiti,,Purples,27,154,137,141,9A898D,,0,11,8,40,FNVL4003_4,Lowe's,
NV402E,1001-7B,Simple Plum,,Simple Plum,Prune simple,,Purples,16,124,108,114,7C6C72,,0,13,8,51,FVUP1001-7B,Lowe's,
NV402F,1001-7A,Sweet Currant,,Sweet Currant,Groseille sucrée,,Purples,8,92,74,80,5C4A50,,0,20,13,64,FVUP1001-7A,Lowe's,
NV402G,8004-2G,Noblesse Oblige,,Noblesse Oblige,Noblesse oblige,,Grays,3,61,47,48,3D2F30,,0,23,21,76,FNVL4003_7,Lowe's,
NV403A,8004-3A,Mind of Her Own,,Mind of Her Own,Indépendante,,Grays,71,225,219,218,E1DBDA,,0,3,3,12,FNVL4007_1,Lowe's,
NV403B,8004-3B,Dusk in the Valley,,Dusk in the Valley,Crépuscule de la vallée,,Grays,62,212,205,203,D4CDCB,,0,3,4,17,FNVL4007_2,Lowe's,
NV403C,8004-3C,Oyster Bay,,Oyster Bay,Baie aux huîtres,,Grays,53,201,191,189,C9BFBD,,0,5,6,21,FNVL4007_3,Lowe's,
NV403D,8004-3D,Mystical Gray,,Mystical Grey,Gris mystique,,Grays,39,176,165,164,B0A5A4,,0,6,7,31,FNVL4007_4,Lowe's,
NV403E,8004-3E,Mink Suede,,Mink Suede,Suède de vison,,Grays,18,127,117,116,7F7574,,0,8,9,50,FNVL4007_5,Lowe's,
NV403F,8004-3F,Night Skyscraper,,Night Skyscraper,Gratte-ciel nocturne,,Grays,12,106,95,94,6A5F5E,,0,10,11,58,FNVL4007_6,Lowe's,
NV403G,6009-1,Safari Brown,,Safari Brown,Brun safari,,Blacks,5,68,63,62,443F3E,,0,7,9,73,FVUP6009-1,Lowe's,
NV404A,8004-4A,Orchid Blush,,Orchid Blush,Fard orchidée,,Pinks,68,223,213,211,DFD5D3,,0,4,5,13,FNVL4008_1,Lowe's,
NV404B,8004-4B,Puka Shell,,Puka Shell,Coquille de puka,,Pinks,55,210,192,190,D2C0BE,,0,9,10,18,FNVL4008_2,Lowe's,
NV404C,8004-4C,Rosy Linen,,Rosy Linen,Lin rosâtre,,Pinks,46,196,177,175,C4B1AF,,0,10,11,23,FNVL4008_3,Lowe's,
NV404D,1003-10A,Dusky Hyacinth,,Dusky Hyacinth,Hyacinthe sombre,,Neutrals,33,171,151,149,AB9795,,0,12,13,33,FVUP1003-10A,Lowe's,
NV404E,1003-9C,Lilac Gray,,Lilac Grey,Gris lilas,,Browns,25,152,133,131,988583,,0,13,14,40,FVUP1003-9C,Lowe's,
NV404F,1003-9B,Roaming Pony,,Roaming Pony,Poney errant,,Browns,15,119,104,103,776867,,0,13,13,53,FVUP1003-9B,Lowe's,
NV404G,8004-4G,Soul Searching,,Soul Searching,Introspection,,Browns,7,89,70,69,594645,,0,21,22,65,FNVL4008_7,Lowe's,
NV405A,1003-10C,Napa Dawn,,Napa Dawn,Aube de Napa,,Pinks,69,225,215,213,E1D7D5,,0,4,5,12,FVUP1003-10C,Lowe's,
NV405B,8004-5B,Pink Chantilly,,Pink Chantilly,Chantilly rose,,Pinks,62,221,202,198,DDCAC6,,0,9,10,13,FNVL4009_2,Lowe's,
NV405C,8004-5C,Cathedral Morning,,Cathedral Morning,Matin de cathédrale,,Pinks,54,209,190,186,D1BEBA,,0,9,11,18,FNVL4009_3,Lowe's,
NV405D,8004-5D,Embarrassed Shadow,,Embarrassed Shadow,Ombre embarrassée,,Neutrals,39,183,164,159,B7A49F,,0,10,13,28,FNVL4009_4,Lowe's,
NV405E,8004-5E,Monkeypod,,Monkeypod,Arbre de pluie,,Browns,29,163,142,137,A38E89,,0,13,16,36,FMG012_E_15,Lowe's,
NV405F,8004-5F,Cocoa Berry,,Cocoa Berry,Baie de cacao,,Browns,15,123,104,99,7B6863,,0,15,20,52,FNVL4009_6,Lowe's,
NV405G,8004-5G,Christmas Pudding,,Christmas Pudding,Pouding de Noël,,Browns,5,74,58,57,4A3A39,,0,22,23,71,FNVL4009_7,Lowe's,
NV406A,1004-10C,Ancestral Haze,,Ancestral Haze,Brume ancestrale,,Neutrals,67,224,211,206,E0D3CE,,0,6,8,12,FVUP1004-10C,Lowe's,
NV406B,1004-10B,Berry Cream,,Berry Cream,Crème à la baie,,Pinks,57,213,195,190,D5C3BE,,0,8,11,16,FVUP1004-10B,Lowe's,
NV406C,1004-10A,Berry Frost,,Berry Frost,Givre baie,,Pinks,42,188,168,163,BCA8A3,,0,11,13,26,FVUP1004-10A,Lowe's,
NV406D,1004-9C,Irish Tea,,Irish Tea,Thé irlandais,,Pinks,23,152,126,120,987E78,,0,17,21,40,FVUP1004-9C,Lowe's,
NV406E,1004-9B,Marron,,Marron,Marron,,Browns,13,121,97,91,79615B,,0,20,25,53,FVUP1004-9B,Lowe's,
NV406F,1004-9A,Piano Brown,,Piano Brown,Brun piano,,Browns,6,91,65,59,5B413B,,0,29,35,64,FVUP1004-9A,Lowe's,
NV406G,8004-6G,Thoroughfare,,Thoroughfare,Artère,,Browns,4,78,52,45,4E342D,,0,33,42,69,FDBA16_1,Lowe's,
NV407A,8004-7A,Dusky Morn,,Dusky Morn,Matin sombre,,Neutrals,62,215,205,198,D7CDC6,,0,5,8,16,FNVL4014_1,Lowe's,
NV407B,8004-7B,Boardwalk Sashay,,Boardwalk Sashay,Marche sur la promenade,,Neutrals,55,207,192,182,CFC0B6,,0,7,12,19,FNVL4014_2,Lowe's,
NV407C,8004-7C,Pick of the Litter,,Pick of the Litter,La crème de la crème,,Neutrals,40,184,165,155,B8A59B,,0,10,16,28,FNVL4014_3,Lowe's,
NV407D,1002-9C,Soft Rabbit Brown,,Soft Rabbit Brown,Brun lapin doux,,Neutrals,20,141,121,112,8D7970,,0,14,21,45,FVUP1002-9C,Lowe's,
NV407E,1002-9B,Summer Sparrow,,Summer Sparrow,Moineau d'été,,Browns,15,123,104,95,7B685F,,0,15,23,52,FVUP1002-9B,Lowe's,
NV407F,1002-9A,Mystic Taupe,,Mystic Taupe,Taupe mystique,,Browns,7,87,69,64,574540,,0,21,26,66,FVUP1002-9A,Lowe's,
NV407G,4002-2C,Black Raisin,,Black Raisin,Raisin noir,,Blacks,4,67,54,49,433631,,0,19,27,74,FVUP4002-2C,Lowe's,
NV408A,2003-10C,Champagne Glee,,Champagne Glee,Joie champagne,,Neutrals,64,224,206,197,E0CEC5,,0,8,12,12,FVUP2003-10C,Lowe's,
NV408B,2003-10B,Badlands Taupe,,Badlands Taupe,Taupe badlands,,Neutrals,55,215,192,182,D7C0B6,,0,11,15,16,FVUP2003-10B,Lowe's,
NV408C,2003-10A,Glamorous Taupe,,Glamorous Taupe,Taupe chic,,Neutrals,40,189,164,154,BDA49A,,0,13,19,26,FVUP2003-10A,Lowe's,
NV408D,2003-9C,Navajo Horizon,,Lark Song,Chant de l’alouette,,Browns,24,160,129,115,A08173,,0,19,28,37,FVUP2003-9C,Lowe's,
NV408E,2003-9B,Sea Lion Brown,,Sea Lion Brown,Brun otarie,,Browns,17,137,107,94,896B5E,,0,22,31,46,FVUP2003-9B,Lowe's,
NV408F,2003-9A,Brooklyn Brownstone,,Outdoor Escape,Évasion en plein air,,Browns,8,106,75,61,6A4B3D,,0,29,42,58,FVUP2003-9A,Lowe's,
NV408G,2011-10,Cabin Plank,,Cabin Plank,Planche de cabine,Popular,Browns,6,84,63,54,543F36,,0,25,36,67,FVUP2011-10,Lowe's,
NV409A,7001-9,Ballroom Belle,,Ballroom Belle,Belle du bal,,Neutrals,74,228,222,215,E4DED7,,0,3,6,11,FVUP7001-9,Lowe's,
NV409B,8004-9B,Rabbit's Foot,,Rabbit's Foot,Patte de lapin,,Neutrals,62,218,205,194,DACDC2,,0,6,11,15,FNVL4016_2,Lowe's,
NV409C,1002-10B,Seagull Beach,,Seagull Beach,Plage aux mouettes,,Neutrals,48,197,182,174,C5B6AE,,0,8,12,23,FVUP1002-10B,Lowe's,
NV409D,1002-10A,Wool Coat,,Wool Coat,Manteau de laine,,Neutrals,33,172,151,140,AC978C,,0,12,19,33,FVUP1002-10A,Lowe's,
NV409E,8004-9E,Creamy Mocha,,Creamy Mocha,Moka crémeux,,Browns,23,150,126,113,967E71,,0,16,25,41,FNVL4016_5,Lowe's,
NV409F,8004-9F,Rue Bourbon,,Rue Bourbon,Rue Bourbon,,Browns,10,106,82,69,6A5245,,0,23,35,58,FNVL4016_6,Lowe's,
NV409G,6011-2,Burnt Tile,,Burnt Tile,Tuile brûlée,,Browns,5,76,62,54,4C3E36,,0,18,29,70,FVUP6011-2,Lowe's,
NV410A,8004-10A,Je M'Apelle Missy,,Je M'Apelle Missy,Je m’appelle Missy,,Neutrals,75,236,223,213,ECDFD5,,0,6,10,7,FNVL4017_1,Lowe's,
NV410B,8004-10B,Farm-Fresh Eggs,,Farm-Fresh Eggs,Œufs de fermiers frais,,Neutrals,71,235,216,204,EBD8CC,,0,8,13,8,FNVL4017_2,Lowe's,
NV410C,8004-10C,Marshmallow Cocoa,,Marshmallow Cocoa,Chocolat chaud aux guimauves,,Neutrals,64,226,206,194,E2CEC2,,0,9,14,11,FNVL4017_3,Lowe's,
NV410D,2004-10A,Adirondack Path,,Adirondack Path,Chemin des Adirondack,,Neutrals,41,194,167,152,C2A798,,0,14,22,24,FVUP2004-10A,Lowe's,
NV410E,2004-9C,Fudgecicle,,Fudgsicle,Glace au chocolat,,Browns,26,162,133,118,A28576,,0,18,27,36,FVUP2004-9C,Lowe's,
NV410F,2004-9B,Brown Bark,,Brown Bark,Écorce brune,,Browns,14,130,100,85,826455,,0,23,35,49,FVUP2004-9B,Lowe's,
NV410G,2004-9A,Deep Walnut,,Deep Walnut,Noyer foncé,,Browns,8,103,76,61,674C3D,,0,26,41,60,FVUP2004-9A,Lowe's,
NV411A,1001-10C,March Breeze,,March Breeze,Brise de mars,,Neutrals,71,227,217,207,E3D9CF,,0,4,9,11,FVUP1001-10C,Lowe's,
NV411B,2004-10B,Sand Storm,,Sand Storm,Tempête de sable,,Neutrals,58,213,197,185,D5C5B9,,0,8,13,16,FVUP2004-10B,Lowe's,
NV411C,2005-10B,Dust Bunny,,Dust Bunny,Lapin de poussière,,Neutrals,51,204,185,172,CCB9AC,,0,9,16,20,FVUP2005-10B,Lowe's,
NV411D,2006-10A,Free Wheeling,,Free Wheeling,Style libre,,Neutrals,32,174,150,133,AE9685,,0,14,24,32,FVUP2006-10A,Lowe's,
NV411E,2005-9C,Delta Sandbar,,Delta Sandbar,Blanc sablonneux du delta,,Browns,26,162,135,118,A28776,,0,17,27,36,FVUP2005-9C,Lowe's,
NV411F,2005-9B,Zanzibar Spice,,Zanzibar Spice,Épice de Zanzibar,,Browns,18,139,113,97,8B7161,,0,19,30,45,FVUP2005-9B,Lowe's,
NV411G,2005-9A,Boston Legacy,,Boston Legacy,Héritage de Boston,,Browns,8,98,75,63,624B3F,,0,23,36,62,FVUP2005-9A,Lowe's,
NV412A,8004-12A,Safari Map,,Safari Map,Carte safari,,Neutrals,70,232,215,200,E8D7C8,,0,7,14,9,FNVL4020A_1,Lowe's,
NV412B,3001-10B,Milk Toast,,Milk Toast,Lait nature,,Neutrals,53,214,187,166,D6BBA6,,0,13,22,16,FVUP3001-10B,Lowe's,
NV412C,3001-8A,Pale Powder,,Pale Powder,Poudre pâle,,Neutrals,44,205,171,146,CDAB92,,0,17,29,20,FVUP3001-8A,Lowe's,
NV412D,3001-7C,Sturdy Bronze,,Sturdy Bronze,Bronze solide,,Neutrals,33,188,149,121,BC9579,,0,21,36,26,FVUP3001-7C,Lowe's,
NV412E,8004-12E,Teddy,,Teddy,Ours en peluche,,Browns,25,170,128,100,AA8064,,0,25,41,33,FPL07_22,Lowe's,
NV412F,3001-7B,Tender Twig,,Tender Twig,Brindille tendre,,Browns,20,153,117,93,99755D,,0,24,39,40,FVUP3001-7B,Lowe's,
NV412G,3001-7A,Wooden Wagon,,Wooden Wagon,Wagon en bois,,Browns,12,122,88,68,7A5844,,0,28,44,52,FVUP3001-7A,Lowe's,
NV413A,2004-10C,Balance,,Balance,Équilibre,,Neutrals,74,232,221,208,E8DDD0,,0,5,10,9,FVUP2004-10C,Lowe's,
NV413B,8004-13B,Wisp of Cocoa,,Wisp of Cocoa,Brindille de cacao,,Neutrals,63,222,205,188,DECDBC,,0,8,15,13,FNVL4021_2,Lowe's,
NV413C,2008-10A,Mesa Tumbleweed,,Mesa Tumbleweed,Virevoltant de la mesa,,Neutrals,48,199,181,164,C7B5A4,,0,9,18,22,FVUP2008-10A,Lowe's,
NV413D,2008-9C,Faint Maple,,Faint Maple,Érable pâle,,Neutrals,36,180,157,136,B49D88,,0,13,24,29,FVUP2008-9C,Lowe's,
NV413E,2006-9C,Tempered Allspice,,Tempered Allspice,Quatre-épices doux,,Browns,23,152,129,112,988170,,0,15,26,40,FVUP2006-9C,Lowe's,
NV413F,2006-9B,Scented Candle,,Scented Candle,Bougie parfumée,,Browns,16,132,107,89,846B59,,0,19,33,48,FVUP2006-9B,Lowe's,
NV413G,3010-10,Swiss Chocolate,,Swiss Chocolate,Chocolat suisse,,Browns,6,82,66,55,524237,,0,20,33,68,FVUP3010-10,Lowe's,
NV414A,2005-10C,Bungalow White,,Bungalow White,Blanc bungalow,,Neutrals,73,233,220,210,E9DCD2,,0,6,10,9,FVUP2005-10C,Lowe's,
NV414B,3001-10C,Tagsale Linen,,Tagsale Linen,Lin vente étiquettes,,Neutrals,63,225,205,188,E1CDBC,,0,9,16,12,FVUP3001-10C,Lowe's,
NV414C,8004-14C,Vanilla Iced Coffee,,Vanilla Iced Coffee,Café glacé à la vanille,,Neutrals,56,218,193,170,DAC1AA,,0,11,22,15,FNVL4022_3,Lowe's,
NV414D,8004-14D,Woven Jute,,Woven Jute,Jute tissé,,Neutrals,41,196,166,140,C4A68C,,0,15,29,23,FNVL4022_4,Lowe's,
NV414E,3001-9C,Changing Seasons,,Changing Seasons,Transition de saison,,Neutrals,31,178,145,117,B29175,,0,19,34,30,FVUP3001-9C,Lowe's,
NV414F,3001-9B,Dark Toast,,Dark Toast,Pain grillé foncé,,Neutrals,18,145,113,88,917158,,0,22,39,43,FVUP3001-9B,Lowe's,
NV414G,3002-9A,Mona's Mane,,Mona's Mane,Crinière de Mona,,Browns,12,127,91,67,7F5B43,,0,28,47,50,FVUP3002-9A,Lowe's,
NV415A,2008-10C,Riviera Dune,,Riviera Dune,Riviera Dune,,Neutrals,76,235,224,212,EBE0D4,,0,5,10,8,FVUP2008-10C,Lowe's,
NV415B,2008-10B,Desert Fortress,,Desert Fortress,Forteresse du désert,Popular,Neutrals,61,218,202,185,DACAB9,,0,7,15,15,FVUP2008-10B,Lowe's,
NV415C,3003-10B,Hopsack,,Hopsack,Cheviotte,,Neutrals,53,209,190,170,D1BEAA,,0,9,19,18,FVUP3003-10B,Lowe's,
NV415D,3003-10A,Moose Mousse,,Moose Mousse,Mousse orignal,,Neutrals,45,198,175,152,C6AF98,,0,12,23,22,FVUP3003-10A,Lowe's,
NV415E,3003-9C,Au Lait Ole,,Au Lait Olé,Olé au lait,,Neutrals,34,181,154,124,B59A7C,,0,15,31,29,FVUP3003-9C,Lowe's,
NV415F,3003-9B,Universal Umber,,Universal Umber,Terre d’ombre universelle,Popular,Browns,23,154,126,101,9A7E65,,0,18,34,40,FVUP3003-9B,Lowe's,
NV415G,2008-9A,Sumatra Blend,,Sumatra Blend,Mélange Sumatra,,Browns,11,109,87,71,6D5747,,0,20,35,57,FVUP2008-9A,Lowe's,
NV416A,8004-16A,Sahara Dust,,Sahara Dust,Poussière du Sahara,,Neutrals,76,239,223,203,EFDFCB,,0,7,15,6,FNVL4027_1,Lowe's,
NV416B,8004-16B,Tanglewood Park,,Tanglewood Park,Parc Tanglewood,,Neutrals,68,232,212,188,E8D4BC,,0,9,19,9,FNVL4027_2,Lowe's,
NV416C,8004-16C,Mish Mosh,,Mish Mosh,Pêle-mêle,,Neutrals,54,214,190,161,D6BEA1,,0,11,25,16,FPL08_29,Lowe's,
NV416D,3004-10A,Leatherbound,,Leatherbound,Reliure de cuir,,Neutrals,42,197,168,135,C5A887,,0,15,31,23,FVUP3004-10A,Lowe's,
NV416E,3004-9C,River Oak,,River Oak,Chêne de la rivière,,Browns,27,167,137,103,A78967,,0,18,38,35,FVUP3004-9C,Lowe's,
NV416F,3004-9B,Crunch Granola,,Crunch Granola,Granola croquant,,Browns,21,153,121,90,99795A,,0,21,41,40,FVUP3004-9B,Lowe's,
NV416G,3004-9A,Muddy Mississippi,,Muddy Mississippi,Mississippi boueux,,Browns,13,125,93,66,7D5D42,,0,26,47,51,FVUP3004-9A,Lowe's,
NV417A,3002-10C,Savoury Beige,,Savoury Beige,Beige savoureux,,Neutrals,68,228,214,195,E4D6C3,,0,6,14,11,FVUP3002-10C,Lowe's,
NV417B,3002-10B,Wheat Toast,,Wheat Toast,Pain grillé au blé,,Neutrals,58,222,197,167,DEC5A7,,0,11,25,13,FVUP3002-10B,Lowe's,
NV417C,3002-10A,Warm Buff,,Warm Buff,Chamois chaud,,Neutrals,48,209,179,144,D1B390,,0,14,31,18,FVUP3002-10A,Lowe's,
NV417D,8004-17D,Fiddlesticks,,Fiddlesticks,Archets,,Neutrals,43,201,170,135,C9AA87,,0,15,33,21,FNVL4027A_4,Lowe's,
NV417E,8004-17E,Cuppa Tea,,Cuppa Tea,Tasse de thé,,Browns,30,179,143,103,B38F67,,0,20,42,30,FNVL4027A_5,Lowe's,
NV417F,8004-17F,Haute Hickory,,Haute Hickory,Noyer noble,,Browns,22,156,122,86,9C7A56,,0,22,45,39,FSW6124,Lowe's,
NV417G,8004-17G,Village Lane,,Village Lane,Chemin du village,,Browns,14,130,99,64,826340,,0,24,51,49,FPL09_19,Lowe's,
NV418A,3004-10C,Lovely Bluff,,Lovely Bluff,Falaise adorable,,Neutrals,68,230,213,190,E6D5BE,,0,7,17,10,FVUP3004-10C,Lowe's,
NV418B,8004-18B,Classic Khaki,3006-10B Classic Buff,Classic Khaki,Chamois classique,,Neutrals,64,226,207,178,E2CFB2,,0,8,21,11,FVUP3006-10B,Lowe's,
NV418C,8004-18C,Hazy Earth,,Hazy Earth,Terre brumeuse,,Neutrals,47,203,179,147,CBB393,,0,12,28,20,FNVL4033_3,Lowe's,
NV418D,8004-18D,Coyote Wild,,Coyote Wild,Coyote sauvage,,Neutrals,31,174,146,113,AE9271,,0,16,35,32,FNVL4033_4,Lowe's,
NV418E,8004-18E,Frontier Paradise,,Frontier Paradise,Paradis frontalier,,Browns,17,140,108,67,8C6C43,,0,23,52,45,FNVL4033_5,Lowe's,
NV418F,3006-9A,Grecian Helmet,,Grecian Helmet,Casque grec,,Browns,14,126,99,63,7E633F,,0,21,50,51,FVUP3006-9A,Lowe's,
NV418G,8004-18G,Jungle Beat,,Jungle Beat,Tambour de la jungle,,Browns,8,97,73,43,61492B,,0,25,56,62,FNVL4033_7,Lowe's,
NV419A,3007-10C,Rattan Basket,,Rattan Basket,Panier en rotin,,Neutrals,61,218,204,183,DACCB7,,0,6,16,15,FVUP3007-10C,Lowe's,
NV419B,3007-10B,Country Charm,,Country Charm,Charme campagnard,,Neutrals,53,209,190,161,D1BEA1,,0,9,23,18,FVUP3007-10B,Lowe's,
NV419C,3007-10A,Wetland Clay,,Wetland Clay,Argile des terres humides,,Neutrals,41,191,169,140,BFA98C,,0,12,27,25,FVUP3007-10A,Lowe's,
NV419D,3007-9C,Wild Mushroom,,Wild Mushroom,Champignon sauvage,,Neutrals,32,169,150,123,A9967B,,0,11,27,34,FVUP3007-9C,Lowe's,
NV419E,3007-9B,Winter Delta,,Winter Delta,Delta hivernal,,Browns,22,146,125,96,927D60,,0,14,34,43,FVUP3007-9B,Lowe's,
NV419F,3007-9A,Twilight Jungle,,Twilight Jungle,Jungle du crépuscule,,Browns,13,116,96,69,746045,,0,17,41,55,FVUP3007-9A,Lowe's,
NV419G,6008-2C,Prairie Foliage,,Prairie Foliage,Feuillage des prairies,,Browns,10,101,86,63,65563F,,0,15,38,60,FVUP6008-2C,Lowe's,
NV420A,3008-10B,Light Raffia,,Light Raffia,Raphia pâle,,Neutrals,68,225,214,196,E1D6C4,,0,5,13,12,FVUP3008-10B,Lowe's,
NV420B,8004-20B,Sheepskin Rug,,Sheepskin Rug,Tapis en peau de mouton,,Neutrals,56,209,197,176,D1C5B0,,0,6,16,18,FNVL4035_2,Lowe's,
NV420C,6008-1C,Soft Stones,,Soft Stones,Pierres douces,,Neutrals,48,196,183,162,C4B7A2,,0,7,17,23,FVUP6008-1C,Lowe's,
NV420D,8004-20D,Ode to Joy,,Ode to Joy,Ode à la joie,,Neutrals,34,172,156,130,AC9C82,,0,9,24,33,FNVL4035_4,Lowe's,
NV420E,6008-2B,Sandalwood,,Sandalwood,Bois de santal,,Browns,24,146,132,106,92846A,,0,10,27,43,FVUP6008-2B,Lowe's,
NV420F,8004-20F,Weathered Plank,,Weathered Plank,Planche patinée,,Browns,16,122,111,88,7A6F58,,0,9,28,52,FNVL4035_6,Lowe's,
NV420G,8004-20G,Midnight Forest,,Midnight Forest,Forêt de minuit,,Browns,10,98,87,69,625745,,0,11,30,62,FNVL4035_7,Lowe's,
